0,1,2,3,4,5,6,7,8,9,classe
-2.3410080519684584,-0.5686382472946547,-0.6505479342213412,-0.477064250176233,-0.05478282535268827,-0.1368423231783996,-0.01284203288682021,-0.620450188103216,-0.27640858521482914,-0.2630323556877842,BRICKFACE
-2.3979163091820004,-0.5985684868891428,-0.43208412687590264,-0.9115180189482973,0.3671818248637483,-0.3225156137399667,-0.011734784400136871,-0.6418414059093327,-0.31352118532616674,-0.3014853375958601,BRICKFACE
-2.4562400597987923,-0.5436937668734175,-0.5320369209461634,-0.13802667532379995,-0.32931499785950324,0.08157785483868729,0.16449797013191161,-0.5997360496123759,-0.2712973608346475,-0.3678396626879106,BRICKFACE
-2.605457735436526,-0.47309546803728153,-0.6494926893478343,0.5233240657222197,-0.986727901702134,0.3810442976360594,0.18476233738897288,-0.5392079489332966,-0.29231714447984003,-0.3251970880775591,BRICKFACE
-2.3129291282580975,-0.44629174169804614,-0.973609840013912,0.4525815938406796,-0.9685989305504009,0.24235397395270727,0.022998119698784517,-0.5383798743522644,-0.39101280969231433,-0.15388654072887817,BRICKFACE
-2.492445623463579,-0.5178950679220656,-0.825480151944991,0.6733877255553893,-1.1438705772700881,0.416263394208873,0.13705279704179535,-0.5071984937630051,-0.35798164705348073,-0.3406030713693469,BRICKFACE
-0.8501637353453296,-0.2868402836801765,-1.0226981733236153,2.6145266158526193,0.28493360056573047,-1.1362829850216332,-0.08262828441571296,-0.8819764219654229,-0.395377153431222,0.15900552913713895,BRICKFACE
-1.3294561356285481,-0.017899742506085562,-0.7918206396700247,0.7757199465897249,-1.0541773992297088,0.38549272706918475,0.7187783293381774,-0.8095421309439679,-0.7778622669520349,-0.035473918704790074,BRICKFACE
-1.3893877821317429,-0.30224101351178384,-0.907462192159822,0.7928342442545473,-1.0792886815426925,0.3892865595298212,0.6042816037505179,-0.8242852423973889,-0.845215731825371,-0.22395844034836535,BRICKFACE
-0.8945784497737801,-0.3114446179443039,-0.9642520585529265,0.10620853774695387,-0.40475959199988193,0.04890879857955254,0.46327027897245704,-0.6594465343508342,-0.6614040505334552,-0.2028348677375017,BRICKFACE
-2.8310698185899463,-0.5581281109629267,-0.5356437098238981,0.6506231615050588,-1.1666376619458125,0.4781463849132494,0.07894100143841343,-0.3874345410398196,-0.22481172105809047,-0.40964858853668784,BRICKFACE
-0.35619185208876336,-0.06548318782755437,-1.5268789062048658,0.6611289251247927,-1.0227096569316376,0.1307604868061236,0.25787664808610755,-0.4625390696980679,-0.7745766628944825,0.19027359709864655,BRICKFACE
-2.400784213556921,-0.49025591902223825,-0.4143887684010983,-0.9878690945594677,0.4139803756057473,-0.38427224581468433,-0.04116799357920611,-0.5700715623262503,-0.3761858299009628,-0.15310659635087287,BRICKFACE
-0.8682831811307667,-0.2333805677906974,-0.889709171292169,0.16523457541647743,-0.3909704012666019,0.14061233851572344,0.6102711486695864,-0.4980807637636961,-0.5414333882158342,-0.2600106784558592,BRICKFACE
-0.7046936940310109,0.007708898964879375,-1.6211496033235617,0.8368278727309754,-1.2692555650812833,0.18001636496422552,0.15091050304640616,-0.597993992987009,-0.7464841521729548,0.41951638185263285,BRICKFACE
-2.447351437831924,-0.4696867241490346,-0.4807586903488881,-0.27510052267555535,-0.21795083649231695,-0.002812719673469463,0.1427301584473982,-0.5847564362489744,-0.3288052919117542,-0.25636272054550835,BRICKFACE
-2.395432215014006,-0.5733810716674266,-0.65321831045594,-0.5348371485892374,-0.021191267066339795,-0.18451386429914027,-0.06780708953001693,-0.5612316268000981,-0.33858953250753,-0.2549006617914434,BRICKFACE
-1.2237050564512755,-0.2352394406011636,-1.079815624087288,0.6701607174906735,-1.0291411372229549,0.24863399801292038,0.43210318005005494,-0.8903842198508711,-0.8559532377582003,0.012279857162538571,BRICKFACE
-2.2679716361983835,-0.5394139405854733,-0.7848867728342638,-0.4642203274319726,-0.0894409220173535,-0.18194874875020856,-0.08106720860603911,-0.5555585516250999,-0.3623387538500734,-0.19535176535955298,BRICKFACE
